Transaction_ID,Facility_ID,Vehicle_Type,Customer_Type,Entry_Date,Entry_Hour,Parking_Duration_Min,Payment_Method,Payment_Status,Parking_Type,Hourly_Rate,Discount_Amount,Net_Revenue,Occupancy_Rate
PT103118,F002,Car,Visitor,2025-04-16,15,125,Wallet,Paid,Covered,50,7.5,150.0,0.58
PT103119,F008,Car,Regular,2025-05-29,16,129,Debit Card,Paid,Open,50,0.0,127.5,0.65
PT103120,F008,Bike,Regular,2025-07-04,22,20,Cash,Paid,Two-Wheeler,25,0.0,22.5,0.56
PT103121,F008,Car,Regular,2025-09-28,9,48,Cash,Paid,Open,50,0.0,42.5,0.54
PT103122,F001,Bike,Regular,2025-12-25,16,133,Wallet,Paid,Two-Wheeler,25,0.0,75.0,0.57
PT103123,F002,Car,Regular,2025-07-10,16,34,Debit Card,Pending,Covered,50,0.0,40.0,0.64
PT103124,F003,Bike,Member,2025-06-12,18,170,,Paid,Two-Wheeler,25,0.0,75.0,0.62
PT103125,F005,Car,Regular,2025-07-20,13,84,UPI,Pending,Covered,50,0.0,95.0,0.23
PT103126,F004,Car,Regular,2025-04-16,18,202,UPI,Paid,Covered,50,0.0,200.0,0.83
PT103127,F002,Car,Member,2025-08-03,15,169,Debit Card,Paid,Covered,50,0.0,120.0,0.61
PT103128,F008,EV Car,Regular,2025-11-20,8,103,Wallet,Paid,EV Parking,55,0.0,110.0,0.99
PT103129,F003,SUV,Member,2025-08-08,7,160,Credit Card,Paid,Open,65,9.75,195.0,0.54
PT103130,F004,Car,Regular,2025-12-11,13,32,Debit Card,Paid,Open,50,7.12,47.5,0.62
PT103131,F004,SUV,Member,2025-08-05,16,103,Credit Card,Paid,Covered,65,0.0,130.0,0.79
PT103132,F007,Bike,Member,2025-01-29,13,60,Credit Card,Paid,Two-Wheeler,25,3.75,25.0,0.3
PT103133,F002,EV Car,Regular,2025-08-26,18,74,UPI,Paid,EV Parking,55,0.0,110.0,0.97
PT103134,F001,Car,Visitor,2025-03-05,14,141,Credit Card,Paid,Covered,50,0.0,150.0,0.32
PT103135,F002,Bike,Regular,2025-04-06,7,124,UPI,Paid,Two-Wheeler,25,7.5,75.0,0.33
PT103136,F003,Car,Member,2025-06-03,21,85,Debit Card,Paid,Covered,50,10.0,100.0,0.41
PT103137,F004,Car,Regular,2025-01-28,13,212,Cash,Paid,Open,50,20.0,200.0,0.15
PT103138,F002,EV Car,Member,2025-12-06,15,196,Cash,Paid,EV Parking,55,0.0,187.0,0.56
PT103139,F001,Bike,Member,2025-06-25,10,89,UPI,Paid,Two-Wheeler,25,4.75,47.5,0.6
PT103140,F007,Car,Member,2025-09-08,12,258,Cash,Paid,Covered,50,0.0,250.0,0.76
PT103141,F002,Car,Member,2025-07-13,13,211,UPI,Paid,Covered,50,0.0,170.0,0.69
PT103142,F005,SUV,Regular,2025-10-06,18,118,UPI,Pending,Open,65,0.0,123.5,0.84
PT103143,F007,Bike,Regular,2025-02-08,9,66,Debit Card,Pending,Two-Wheeler,25,10.0,50.0,0.83
PT103144,F001,Car,Member,2025-03-10,16,20,UPI,Paid,Covered,50,0.0,50.0,0.73
PT103145,F003,EV Car,Regular,2025-10-04,14,182,UPI,Paid,EV Parking,55,22.0,220.0,0.46
PT103146,F004,Car,,2025-04-30,14,146,UPI,Paid,Covered,50,6.0,120.0,0.45
PT103147,F002,Car,Visitor,2025-03-27,18,26,Debit Card,Paid,Open,50,4.25,42.5,0.5
PT103148,F001,EV Car,Regular,2025-06-26,9,87,UPI,Paid,EV Parking,55,11.0,110.0,0.81
PT103149,F007,Car,Member,2025-04-04,22,110,Debit Card,Failed,Open,50,14.25,95.0,0.76
PT103150,F005,Car,Visitor,2025-04-02,18,226,Debit Card,Paid,Open,50,0.0,200.0,0.57
PT103151,F001,Bike,Member,2025-03-22,12,150,Debit Card,Pending,Two-Wheeler,25,0.0,67.5,0.73
PT103152,F006,SUV,Regular,2025-12-07,13,155,Cash,Paid,Covered,65,9.26,185.25,0.47
PT103153,F008,Car,Member,2025-08-16,7,131,Credit Card,Paid,Covered,50,0.0,150.0,0.66
PT103154,F005,EV Car,Regular,2025-03-29,14,202,UPI,Paid,EV Parking,55,0.0,220.0,0.15
PT103155,F007,SUV,Regular,2025-12-16,14,96,UPI,Paid,Covered,65,0.0,123.5,0.35
PT103156,F003,Car,Member,2025-05-08,19,67,Credit Card,Paid,Covered,50,0.0,95.0,0.87
PT103157,F004,SUV,Member,2025-10-25,13,70,Debit Card,Paid,Open,65,0.0,123.5,0.6
PT103158,F007,Car,Regular,2025-07-09,14,95,UPI,Pending,Covered,50,0.0,85.0,0.49
PT103159,F008,Car,Member,2025-12-21,16,58,UPI,Paid,Covered,50,6.75,45.0,0.56
PT103160,F003,SUV,Member,2025-05-14,14,160,Debit Card,Paid,Covered,65,0.0,195.0,0.48
PT103161,F002,EV Car,Regular,2025-05-16,10,155,Debit Card,Paid,EV Parking,55,28.05,140.25,0.86
PT103162,F001,Car,Regular,2025-11-21,10,75,Debit Card,Paid,Open,50,20.0,100.0,0.99
PT103163,F006,Bike,Member,2025-02-09,9,129,Cash,Paid,Two-Wheeler,25,0.0,60.0,0.75
PT103164,F005,Bike,Member,2025-05-18,11,256,Debit Card,Paid,Two-Wheeler,25,11.25,112.5,0.53
PT103165,F005,Car,Regular,2025-10-14,12,85,Debit Card,Paid,Open,50,4.25,85.0,0.54
PT103166,F001,Car,Member,2025-09-13,16,282,Credit Card,Paid,Covered,50,11.88,237.5,0.31
PT103167,F006,Car,Regular,2025-10-13,8,39,Wallet,Paid,Open,50,0.0,47.5,0.72
PT103168,F001,Bike,Visitor,2025-03-26,17,130,Credit Card,Paid,Two-Wheeler,25,0.0,75.0,0.54
PT103169,F002,Bike,Regular,2025-11-13,11,480,UPI,Paid,Two-Wheeler,25,0.0,190.0,0.56
PT103170,F008,Car,Member,2025-01-27,15,229,UPI,Paid,Open,50,10.0,200.0,0.4
PT103171,F003,SUV,Member,2025-08-18,14,205,Debit Card,Paid,Open,65,52.0,260.0,0.6
PT103172,F007,SUV,Member,2025-10-18,10,137,Wallet,Paid,Covered,65,9.75,195.0,0.99
PT103173,F005,Bike,Visitor,2025-11-12,12,213,UPI,Paid,Two-Wheeler,25,9.5,95.0,0.68
PT103174,F002,Car,Visitor,2025-10-15,12,102,UPI,Paid,Covered,50,17.0,85.0,0.53
PT103175,F003,Bike,Member,2025-12-12,15,118,Cash,Paid,Two-Wheeler,25,2.5,50.0,0.59
PT103176,F002,Car,Regular,2025-05-12,16,162,Wallet,Paid,Open,50,0.0,150.0,0.15
PT103177,F006,Car,Regular,2025-04-01,22,163,UPI,Paid,Covered,50,22.5,150.0,0.47
PT103178,F005,SUV,Member,2025-12-22,9,79,UPI,Paid,Covered,65,0.0,130.0,0.83
PT103179,F007,Car,Member,2025-08-17,19,246,Debit Card,Paid,Covered,50,0.0,250.0,0.7
PT103180,F001,Car,Member,2025-01-27,14,259,UPI,Pending,Open,50,0.0,250.0,0.4
PT103181,F001,Car,Regular,2025-10-30,12,67,Cash,Paid,Open,50,15.0,100.0,0.36
PT103182,F003,Car,Visitor,2025-10-09,12,54,UPI,Pending,Covered,50,0.0,45.0,0.47
PT103183,F007,Car,Visitor,2025-10-07,11,313,UPI,Paid,Open,50,0.0,300.0,0.55
PT103184,F008,EV Car,Member,2025-07-18,14,120,UPI,Paid,EV Parking,55,0.0,104.5,0.55
PT103185,F004,Car,Member,2025-10-27,20,35,UPI,Paid,Covered,50,0.0,50.0,0.74
PT103186,F006,Car,,2025-06-03,10,97,,Paid,Open,50,0.0,100.0,0.69
PT103187,F003,Car,Regular,2025-10-26,13,84,UPI,Pending,Covered,50,10.0,100.0,0.58
PT103188,F004,EV Car,Regular,2025-02-12,11,323,Debit Card,Paid,EV Parking,55,39.6,264.0,0.26
PT103189,F002,Bike,Regular,2025-11-18,10,20,UPI,Pending,Two-Wheeler,25,0.0,25.0,0.67
PT103190,F006,Car,Regular,2025-04-20,18,116,Wallet,Paid,Open,50,0.0,100.0,0.75
PT103191,F002,SUV,Member,2025-04-21,11,220,UPI,Paid,Covered,65,0.0,260.0,0.34
PT103192,F008,Car,Regular,2025-01-01,11,102,Debit Card,Paid,Covered,50,0.0,100.0,0.57
PT103193,F007,Car,Visitor,2025-05-20,19,480,UPI,Paid,Open,50,19.0,380.0,0.83
PT103194,F005,Car,Member,2025-06-27,13,92,UPI,Paid,Covered,50,5.0,100.0,0.73
PT103195,F006,Car,Regular,2025-03-01,6,88,Credit Card,Paid,Covered,50,4.75,95.0,0.83
PT103196,F004,Car,Member,2025-07-02,16,125,Credit Card,Paid,Covered,50,0.0,142.5,0.53
PT103197,F008,Bike,Regular,2025-10-09,14,88,Debit Card,Paid,Two-Wheeler,25,2.25,45.0,0.52
PT103198,F005,Car,Regular,2025-11-09,16,182,Debit Card,Paid,Covered,50,0.0,170.0,0.44
PT103199,F001,Bike,Regular,2025-08-09,14,136,Debit Card,Pending,Two-Wheeler,25,0.0,71.25,0.61
PT103200,F004,Car,Visitor,2025-08-15,12,172,Credit Card,Paid,Covered,50,21.38,142.5,0.77
PT103201,F003,Car,Regular,2025-05-24,8,103,Cash,Paid,Covered,50,9.5,95.0,0.75
PT103202,F001,Car,Regular,2025-08-12,18,23,Debit Card,Paid,Covered,50,7.5,50.0,0.65
PT103203,F008,EV Car,Member,2025-02-21,11,105,Wallet,Paid,EV Parking,55,14.02,93.5,0.59
PT103204,F001,Car,Regular,2025-03-22,21,311,Cash,Paid,Covered,50,15.0,300.0,0.62
PT103205,F003,Bike,Member,2025-05-29,11,68,UPI,Paid,Two-Wheeler,25,7.12,47.5,0.64
PT103206,F006,Car,Regular,2025-01-27,17,416,UPI,Paid,Covered,50,0.0,350.0,0.93
PT103207,F001,Car,Member,2025-08-20,16,120,Credit Card,Paid,Covered,50,0.0,85.0,0.49
PT103208,F007,Car,Member,2025-04-21,13,20,Debit Card,Paid,Covered,50,0.0,50.0,0.49
PT103209,F004,Car,Member,2025-03-20,13,119,Credit Card,Paid,Covered,50,0.0,95.0,0.99
PT103210,F005,Car,Visitor,2025-10-06,15,57,Debit Card,Paid,Covered,50,0.0,50.0,0.25
PT103211,F001,Car,Member,2025-05-07,14,282,UPI,Paid,Covered,50,0.0,237.5,0.7
PT103212,F004,SUV,Member,2025-10-08,15,403,UPI,Paid,Covered,65,45.5,455.0,0.48
PT103213,F002,Car,Member,2025-11-15,13,232,UPI,Paid,Covered,50,18.0,180.0,0.34
PT103214,F004,Bike,Member,2025-12-07,14,166,Credit Card,Paid,Two-Wheeler,25,3.75,75.0,0.48
PT103215,F005,Car,Member,2025-07-01,10,75,Debit Card,Paid,Open,50,0.0,100.0,0.55
PT103216,F004,Bike,Regular,2025-04-29,8,86,UPI,Paid,Two-Wheeler,25,4.75,47.5,0.75
PT103217,F003,Bike,Member,2025-09-23,12,296,Credit Card,Paid,Two-Wheeler,25,0.0,125.0,0.51
PT103218,F008,Car,Regular,2025-06-27,13,298,UPI,Paid,Covered,50,0.0,250.0,0.52
PT103219,F005,Car,Member,2025-07-20,19,105,UPI,Paid,Open,50,0.0,85.0,0.81
PT103220,F008,SUV,Regular,2025-03-11,13,214,Debit Card,Paid,Covered,65,0.0,221.0,0.5
PT103221,F006,SUV,Regular,2025-06-07,13,65,UPI,Paid,Covered,65,0.0,130.0,0.54
PT103222,F008,Car,Member,2025-11-07,15,77,Debit Card,Paid,Open,50,10.0,100.0,0.6
PT103223,F002,Car,Regular,2025-04-08,11,278,Cash,Paid,Covered,50,23.75,237.5,0.88
PT103224,F003,SUV,Member,2025-07-24,18,149,Cash,Paid,Open,65,9.75,195.0,0.98
PT103225,F006,Car,Member,2025-03-27,13,277,UPI,Paid,Covered,50,0.0,250.0,0.46
PT103226,F004,Bike,Regular,2025-12-27,19,100,Credit Card,Paid,Two-Wheeler,25,4.0,40.0,0.99
PT103227,F005,Car,Regular,2025-10-07,11,198,Debit Card,Paid,Covered,50,10.0,200.0,0.44
PT103228,F002,Car,Regular,2025-03-26,13,65,Debit Card,Paid,Open,50,0.0,85.0,0.39
PT103229,F003,Bike,Member,2025-12-25,16,186,Debit Card,Paid,Two-Wheeler,25,5.0,100.0,0.3
PT103230,F006,Bike,Member,2025-08-03,14,87,UPI,Paid,Two-Wheeler,25,0.0,50.0,0.65
PT103231,F006,Car,Member,2025-05-13,15,103,UPI,Paid,Covered,50,0.0,100.0,0.86
PT103232,F002,Bike,Regular,2025-09-04,12,133,Credit Card,Paid,Two-Wheeler,25,0.0,75.0,0.61
PT103233,F007,SUV,Regular,2025-05-21,12,79,Debit Card,Paid,Covered,65,0.0,130.0,0.5
PT103234,F004,Bike,Member,2025-03-17,14,71,UPI,Paid,Two-Wheeler,25,0.0,50.0,0.79
PT103235,F002,Car,Regular,2025-04-08,11,70,UPI,Paid,Covered,50,0.0,90.0,0.52
PT103236,F006,Bike,Member,2025-10-30,9,98,Debit Card,Paid,Two-Wheeler,25,0.0,50.0,0.99
PT103237,F001,SUV,Visitor,2025-02-24,17,272,UPI,Paid,Covered,65,55.25,276.25,0.69
PT103238,F003,SUV,Member,2025-11-01,16,117,UPI,Paid,Covered,65,0.0,104.0,0.55
PT103239,F002,Bike,Regular,2025-09-16,19,255,UPI,Paid,Two-Wheeler,25,0.0,125.0,0.99
PT103240,F007,Car,Regular,2025-01-22,14,45,UPI,Paid,Open,50,0.0,47.5,0.52
PT103241,F006,SUV,Visitor,2025-02-04,13,121,Credit Card,Paid,Covered,65,29.25,195.0,0.44
PT103242,F004,Bike,Member,2025-01-28,9,142,UPI,Paid,Two-Wheeler,25,3.38,67.5,0.71
PT103243,F008,Car,Regular,2025-06-19,18,39,UPI,Paid,Covered,50,7.5,50.0,0.79
PT103244,F006,Car,Member,2025-05-20,13,79,UPI,Paid,Covered,50,0.0,90.0,0.81
PT103245,F004,Car,Visitor,2025-05-09,14,77,UPI,Paid,Covered,50,0.0,100.0,0.5
PT103246,F002,Bike,Visitor,2025-04-10,12,22,Debit Card,Paid,Two-Wheeler,25,1.19,23.75,0.39
PT103247,F004,Car,Member,2025-09-04,14,75,UPI,Paid,Covered,50,0.0,95.0,0.48
PT103248,F005,Bike,Regular,2025-01-23,16,43,Credit Card,Paid,Two-Wheeler,25,2.5,25.0,0.43
PT103249,F005,EV Car,Regular,2025-12-23,16,174,UPI,Failed,EV Parking,55,23.51,156.75,0.61
PT103250,F005,SUV,Member,2025-10-11,21,328,UPI,Paid,Covered,65,0.0,351.0,0.42
PT103251,F007,EV Car,Member,2025-04-23,14,146,UPI,Paid,EV Parking,55,33.0,165.0,0.69
PT103252,F007,EV Car,Visitor,2025-07-16,14,182,UPI,Paid,EV Parking,55,11.0,220.0,0.36
PT103253,F001,Car,Regular,2025-06-13,8,233,Debit Card,Paid,Covered,50,0.0,200.0,0.99
PT103254,F007,Bike,Member,2025-11-06,13,67,Credit Card,Paid,Two-Wheeler,25,0.0,50.0,0.63
PT103255,F008,Car,Member,2025-02-25,19,152,Cash,Paid,Covered,50,0.0,150.0,0.59
PT103256,F002,SUV,Member,2025-01-10,12,294,UPI,Paid,Covered,65,29.25,292.5,0.55
PT103257,F006,Car,Regular,2025-05-13,16,48,UPI,Pending,Covered,50,0.0,50.0,0.79
PT103258,F006,EV Car,Member,2025-06-01,21,149,UPI,Paid,EV Parking,55,0.0,156.75,0.52
PT103259,F001,Bike,Regular,2025-07-10,9,29,Debit Card,Paid,Two-Wheeler,25,1.06,21.25,0.59
PT103260,F007,SUV,Member,2025-10-11,12,185,UPI,Paid,Covered,65,0.0,234.0,0.61
PT103261,F008,Car,Member,2025-10-04,13,30,UPI,Paid,Covered,50,0.0,50.0,0.59
PT103262,F004,Car,Member,2025-08-31,11,158,UPI,Paid,Covered,50,7.5,150.0,0.41
PT103263,F001,SUV,Visitor,2025-11-28,6,288,UPI,Paid,Covered,65,0.0,325.0,0.58
PT103264,F008,Car,Member,2025-10-03,13,137,Wallet,Paid,Covered,50,0.0,150.0,0.63
PT103265,F004,SUV,Regular,2025-07-09,14,208,Credit Card,Pending,Covered,65,0.0,247.0,0.34
PT103266,F008,Car,Member,2025-04-25,15,20,Debit Card,Paid,Open,50,0.0,47.5,0.21
PT103267,F004,Bike,Regular,2025-12-18,17,198,Debit Card,Paid,Two-Wheeler,25,0.0,85.0,0.99
PT103268,F003,Car,Member,2025-11-03,11,89,Credit Card,Paid,Open,50,10.0,100.0,0.43
PT103269,F008,Bike,Regular,2025-12-24,8,127,UPI,Paid,Two-Wheeler,25,12.75,63.75,0.89
PT103270,F006,Bike,Regular,2025-10-23,8,75,Debit Card,Paid,Two-Wheeler,25,0.0,45.0,0.63
PT103271,F005,Car,Member,2025-08-22,14,62,UPI,Paid,Covered,50,20.0,100.0,0.38
PT103272,F007,Car,Member,2025-12-07,19,34,UPI,Paid,Open,50,2.0,40.0,0.99
PT103273,F004,Car,Regular,2025-03-22,21,119,Debit Card,Paid,Open,50,5.0,100.0,0.61
PT103274,F003,Bike,Member,2025-07-12,11,98,Debit Card,Paid,Two-Wheeler,25,4.5,45.0,0.57
PT103275,F008,Bike,Regular,2025-12-30,10,20,Debit Card,Paid,Two-Wheeler,25,2.5,25.0,0.66
PT103276,F006,SUV,Member,2025-09-15,12,201,Debit Card,Paid,Open,65,22.1,221.0,0.69
PT103277,F005,Bike,Regular,2025-08-19,13,103,UPI,Paid,Two-Wheeler,25,0.0,45.0,0.58
PT103278,F004,Bike,Regular,2025-01-14,17,40,UPI,Paid,Two-Wheeler,25,0.0,25.0,0.93
PT103279,F008,Car,Member,2025-01-14,16,99,UPI,Paid,Covered,50,0.0,100.0,0.38
PT103280,F008,Car,Regular,2025-02-13,19,124,Debit Card,Paid,Covered,50,0.0,120.0,0.93
PT103281,F004,Car,Regular,2025-07-29,18,202,Wallet,Paid,Open,50,10.0,200.0,0.65
PT103282,F001,EV Car,Member,2025-02-09,13,78,UPI,Paid,EV Parking,55,0.0,110.0,0.31
PT103283,F001,SUV,Regular,2025-02-03,6,199,UPI,Paid,Covered,65,0.0,260.0,0.79
PT103284,F006,Car,Regular,2025-08-23,11,137,Credit Card,Paid,Open,50,0.0,135.0,0.67
PT103285,F005,Bike,Member,2025-11-17,15,312,Cash,Paid,Two-Wheeler,25,0.0,150.0,0.58
PT103286,F004,SUV,Visitor,2025-08-22,14,226,Credit Card,Paid,Covered,65,13.0,260.0,0.6
PT103287,F006,Bike,Regular,2025-10-01,11,52,UPI,Paid,Two-Wheeler,25,1.25,25.0,0.32
PT103288,F006,Car,Member,2025-10-17,9,165,Wallet,Paid,Open,50,0.0,142.5,0.93
PT103289,F002,Car,Regular,2025-12-09,11,154,,Failed,Open,50,0.0,150.0,0.42
PT103290,F008,Bike,Member,2025-12-02,11,138,UPI,Paid,Two-Wheeler,25,0.0,71.25,0.75
PT103291,F007,EV Car,Regular,2025-08-17,18,172,Wallet,Paid,EV Parking,55,0.0,165.0,0.78
PT103292,F008,Bike,Member,2025-11-14,16,211,Credit Card,Paid,Two-Wheeler,25,10.0,100.0,0.52
PT103293,F001,Car,Regular,2025-05-08,14,113,UPI,Paid,Open,50,4.25,85.0,0.54
PT103294,F005,Car,Regular,2025-11-22,7,261,Credit Card,Paid,Covered,50,0.0,250.0,0.31
PT103295,F008,SUV,Regular,2025-07-28,17,79,Cash,Paid,Covered,65,0.0,130.0,0.79
PT103296,F004,SUV,Member,2025-10-31,14,197,Debit Card,Paid,Open,65,52.0,260.0,0.44
PT103297,F006,Bike,Member,2025-03-21,15,226,UPI,Paid,Two-Wheeler,25,10.0,100.0,0.55
PT103298,F004,Bike,Regular,2025-10-22,8,237,Wallet,Paid,Two-Wheeler,25,0.0,100.0,0.49
PT103299,F002,Car,Member,2025-06-25,17,131,UPI,Paid,Open,50,0.0,135.0,0.99
PT103300,F005,SUV,Member,2025-08-21,17,253,Debit Card,Paid,Open,65,0.0,325.0,0.86
PT103301,F006,SUV,Regular,2025-11-22,18,166,Debit Card,Paid,Covered,65,29.25,195.0,0.71
PT103302,F004,Car,Regular,2025-12-02,14,142,UPI,Paid,Covered,50,0.0,150.0,0.4
PT103303,F001,SUV,Member,2025-09-22,13,140,UPI,Paid,Covered,65,0.0,195.0,0.68
PT103304,F007,Car,Member,2025-10-12,8,83,Cash,Paid,Covered,50,20.0,100.0,0.57
PT103305,F002,Car,Regular,2025-04-28,10,141,UPI,Paid,Open,50,15.0,150.0,0.68
PT103306,F005,Car,Visitor,2025-06-15,11,108,Debit Card,Paid,Covered,50,0.0,95.0,0.42
PT103307,F002,Car,Regular,2025-11-14,8,159,Credit Card,Paid,Open,50,0.0,150.0,0.68
PT103308,F001,Car,Member,2025-05-22,10,105,Debit Card,Paid,Covered,50,0.0,100.0,0.72
PT103309,F005,Car,Regular,2025-09-04,18,249,Credit Card,Paid,Covered,50,11.88,237.5,0.65
PT103310,F002,Bike,Regular,2025-06-26,14,480,UPI,Paid,Two-Wheeler,25,0.0,180.0,0.36
PT103311,F003,Bike,Member,2025-10-26,16,60,UPI,Paid,Two-Wheeler,25,3.38,22.5,0.65
PT103312,F001,Car,Regular,2025-12-10,11,73,Cash,Pending,Covered,50,13.5,90.0,0.67
PT103313,F001,Car,Regular,2025-09-21,9,93,Credit Card,Paid,Covered,50,0.0,100.0,0.9
PT103314,F001,Bike,Regular,2025-06-17,12,232,UPI,Paid,Two-Wheeler,25,4.75,95.0,0.45
PT103315,F003,Car,Regular,2025-01-25,17,347,Wallet,Paid,Open,50,0.0,240.0,0.75
PT103316,F003,Car,Regular,2025-07-10,12,151,Debit Card,Paid,Covered,50,0.0,135.0,0.41
PT103317,F004,SUV,Regular,2025-01-15,11,89,UPI,Paid,Covered,65,13.0,130.0,0.58
PT103318,F006,SUV,Regular,2025-01-16,7,175,Wallet,Paid,Open,65,0.0,185.25,0.62
PT103319,F007,SUV,Member,2025-11-06,15,102,Debit Card,Paid,Covered,65,0.0,130.0,0.28
PT103320,F002,Bike,Regular,2025-05-07,13,160,UPI,Paid,Two-Wheeler,25,0.0,75.0,0.54
PT103321,F004,Car,Regular,2025-09-24,11,57,UPI,Paid,Covered,50,0.0,45.0,0.55
PT103322,F002,Bike,Visitor,2025-01-28,14,116,Debit Card,Paid,Two-Wheeler,25,0.0,50.0,0.64
PT103323,F007,Car,Regular,2025-09-20,15,107,Debit Card,Paid,Open,50,10.0,100.0,0.43
PT103324,F006,Bike,Member,2025-10-21,11,37,UPI,Paid,Two-Wheeler,25,2.5,25.0,0.36
PT103325,F003,Car,Visitor,2025-06-01,14,71,UPI,Paid,Covered,50,4.0,80.0,0.48
PT103326,F006,SUV,Regular,2025-03-09,11,59,UPI,Paid,Open,65,6.5,65.0,0.66
PT103327,F003,Car,Visitor,2025-02-06,21,56,Credit Card,Paid,Open,50,0.0,50.0,0.44
PT103328,F007,EV Car,Member,2025-02-04,16,65,UPI,Paid,EV Parking,55,11.0,110.0,0.31
PT103329,F006,SUV,Member,2025-05-14,14,69,UPI,Paid,Covered,65,0.0,130.0,0.3
PT103330,F004,Bike,Member,2025-06-10,10,168,Debit Card,Paid,Two-Wheeler,25,0.0,75.0,0.78
PT103331,F005,SUV,Regular,2025-08-12,14,134,Debit Card,Paid,Open,65,29.25,195.0,0.59
PT103332,F004,Bike,Visitor,2025-04-20,17,57,Credit Card,Pending,Two-Wheeler,25,0.0,22.5,0.99
PT103333,F002,SUV,Regular,2025-04-12,16,88,UPI,Paid,Open,65,0.0,130.0,0.52
PT103334,F004,Bike,Member,2025-12-21,16,99,Credit Card,Paid,Two-Wheeler,25,0.0,47.5,0.58
PT103335,F007,SUV,Member,2025-07-01,12,58,UPI,Paid,Covered,65,0.0,61.75,0.57
PT103336,F001,Bike,Regular,2025-05-27,12,159,Wallet,Paid,Two-Wheeler,25,0.0,75.0,0.55
PT103337,F002,EV Car,Regular,2025-08-04,14,93,Debit Card,Paid,EV Parking,55,0.0,110.0,0.58
PT103338,F006,Bike,Regular,2025-05-19,11,48,UPI,Paid,Two-Wheeler,25,3.75,25.0,0.28
PT103339,F002,Bike,Member,2025-11-23,9,134,UPI,Pending,Two-Wheeler,25,0.0,75.0,0.84
PT103340,F005,SUV,Regular,2025-07-07,13,96,Credit Card,Paid,Open,65,0.0,130.0,0.52
PT103341,F003,SUV,Member,2025-03-29,6,99,Credit Card,Paid,Covered,65,0.0,110.5,0.79
PT103342,F006,Bike,Regular,2025-09-04,16,133,Credit Card,Paid,Two-Wheeler,25,7.5,75.0,0.58
PT103343,F008,Car,Regular,2025-07-05,16,139,Cash,Paid,Covered,50,0.0,150.0,0.48
PT103344,F002,Bike,Visitor,2025-03-29,14,86,Debit Card,Paid,Two-Wheeler,25,0.0,50.0,0.27
PT103345,F006,EV Car,Regular,2025-11-30,16,109,Credit Card,Paid,EV Parking,55,0.0,110.0,0.63
PT103346,F006,SUV,,2025-06-01,15,71,Cash,Paid,Covered,65,6.18,123.5,0.68
PT103347,F006,SUV,Member,2025-09-24,15,97,Debit Card,Paid,Covered,65,11.7,117.0,0.61
PT103348,F003,Car,Visitor,2025-07-19,8,236,Debit Card,Paid,Covered,50,9.0,180.0,0.99
PT103349,F008,Bike,Member,2025-12-01,18,91,Wallet,Paid,Two-Wheeler,25,4.75,47.5,0.6
PT103350,F007,Bike,Member,2025-09-03,15,65,UPI,Paid,Two-Wheeler,25,0.0,42.5,0.39
PT103351,F004,SUV,Visitor,2025-08-04,15,206,UPI,Paid,Covered,65,0.0,260.0,0.52
PT103352,F006,Car,Regular,2025-03-15,13,33,Cash,Paid,Covered,50,0.0,50.0,0.58
PT103353,F001,SUV,Regular,2025-06-09,7,217,Debit Card,Paid,Covered,65,0.0,260.0,0.6
PT103354,F007,Bike,Member,2025-09-12,19,172,Wallet,Paid,Two-Wheeler,25,0.0,67.5,0.86
PT103355,F005,Car,Regular,2025-01-17,21,101,UPI,Paid,Covered,50,0.0,90.0,0.44
PT103356,F003,Car,Member,2025-05-18,17,152,Debit Card,Pending,Covered,50,0.0,150.0,0.93
PT103357,F002,Car,Member,2025-01-06,19,97,UPI,Paid,Covered,50,4.5,90.0,0.71
PT103358,F003,Bike,Member,2025-08-07,9,259,Credit Card,Paid,Two-Wheeler,25,0.0,112.5,0.75
PT103359,F002,Car,Member,2025-01-01,9,101,UPI,Failed,Open,50,5.0,100.0,0.53
PT103360,F003,Car,Visitor,2025-03-05,18,63,UPI,Failed,Covered,50,4.75,95.0,0.91
PT103361,F002,SUV,Regular,2025-07-28,8,78,UPI,Paid,Covered,65,0.0,117.0,0.6
PT103362,F006,Car,Regular,2025-01-01,9,97,Debit Card,Paid,Covered,50,0.0,80.0,0.8
PT103363,F004,Car,Visitor,2025-12-23,17,111,UPI,Failed,Covered,50,5.0,100.0,0.69
PT103364,F002,Bike,Member,2025-07-08,14,87,UPI,Paid,Two-Wheeler,25,2.5,50.0,0.4
PT103365,F008,Bike,Member,2025-09-04,13,229,UPI,Paid,Two-Wheeler,25,0.0,95.0,0.61
PT103366,F002,SUV,Regular,2025-09-14,14,118,UPI,Paid,Open,65,0.0,130.0,0.64
PT103367,F001,Bike,Regular,2025-06-23,18,60,Wallet,Paid,Two-Wheeler,25,1.06,21.25,0.64
PT103368,F002,SUV,Regular,2025-04-19,16,153,UPI,Paid,Covered,65,7.8,156.0,0.79
PT103369,F001,Bike,Member,2025-03-01,15,23,UPI,Paid,Two-Wheeler,25,0.0,22.5,0.33
PT103370,F005,Car,Regular,2025-02-12,21,112,Cash,Paid,Open,50,0.0,100.0,0.25
PT103371,F006,Car,Member,2025-02-07,14,78,Debit Card,Paid,Covered,50,15.0,100.0,0.27
PT103372,F001,Bike,Member,2025-12-29,6,64,Debit Card,Pending,Two-Wheeler,25,0.0,50.0,0.63
